,Subject,Start Date,Start Time,End Time,Description,End Date,Categories,Start DateTime,End DateTime,Time Spent,Time Spent (Minutes),Month,Day
3865,Οικογένεια,3/10/2024,21:15:00,21:30:00," 
",3/10/2024,Οικογένεια,2024-10-03 21:15:00,2024-10-03 21:30:00,0 days 00:15:00,15.0,October,3
3866,Χαζεύω,4/10/2024,23:00:00,00:00:00," 
",5/10/2024,Χαζεύω,2024-10-04 23:00:00,2024-10-05 00:00:00,0 days 01:00:00,60.0,October,4
3867,Ύπνος,5/10/2024,00:00:00,08:00:00," 
",5/10/2024,Ύπνος,2024-10-05 00:00:00,2024-10-05 08:00:00,0 days 08:00:00,480.0,October,5
3868,<3,5/10/2024,08:30:00,09:00:00," 
",5/10/2024,Purple category,2024-10-05 08:30:00,2024-10-05 09:00:00,0 days 00:30:00,30.0,October,5
3869,<3,5/10/2024,21:45:00,22:30:00," 
",5/10/2024,Purple category,2024-10-05 21:45:00,2024-10-05 22:30:00,0 days 00:45:00,45.0,October,5
3870,Blyat,5/10/2024,10:00:00,21:45:00," 
",5/10/2024,Λάμπρος,2024-10-05 10:00:00,2024-10-05 21:45:00,0 days 11:45:00,705.0,October,5
3871,Ύπνος,6/10/2024,01:00:00,10:00:00," 
",6/10/2024,Ύπνος,2024-10-06 01:00:00,2024-10-06 10:00:00,0 days 09:00:00,540.0,October,6
3872,<3,6/10/2024,11:00:00,12:00:00," 
",6/10/2024,Purple category,2024-10-06 11:00:00,2024-10-06 12:00:00,0 days 01:00:00,60.0,October,6
3873,Ύπνος,7/10/2024,00:00:00,10:00:00," 
",7/10/2024,Ύπνος,2024-10-07 00:00:00,2024-10-07 10:00:00,0 days 10:00:00,600.0,October,7
3874,Ύπνος,8/10/2024,00:00:00,06:45:00," 
",8/10/2024,Ύπνος,2024-10-08 00:00:00,2024-10-08 06:45:00,0 days 06:45:00,405.0,October,8
3875,Other,8/10/2024,08:15:00,08:30:00," 
",8/10/2024,Other,2024-10-08 08:15:00,2024-10-08 08:30:00,0 days 00:15:00,15.0,October,8
3877,Εργασία,8/10/2024,08:30:00,10:45:00," 
",8/10/2024,Εργασία,2024-10-08 08:30:00,2024-10-08 10:45:00,0 days 02:15:00,135.0,October,8
3878,Break,8/10/2024,10:45:00,11:00:00," 
",8/10/2024,Break,2024-10-08 10:45:00,2024-10-08 11:00:00,0 days 00:15:00,15.0,October,8
3879,Εργασία,8/10/2024,11:00:00,12:00:00," 
",8/10/2024,Εργασία,2024-10-08 11:00:00,2024-10-08 12:00:00,0 days 01:00:00,60.0,October,8
3880,Εργασία,8/10/2024,12:30:00,14:30:00," 
",8/10/2024,Εργασία,2024-10-08 12:30:00,2024-10-08 14:30:00,0 days 02:00:00,120.0,October,8
3881,Break,8/10/2024,14:30:00,15:00:00," 
",8/10/2024,Break,2024-10-08 14:30:00,2024-10-08 15:00:00,0 days 00:30:00,30.0,October,8
3882,Εργασία,8/10/2024,15:00:00,17:00:00," 
",8/10/2024,Εργασία,2024-10-08 15:00:00,2024-10-08 17:00:00,0 days 02:00:00,120.0,October,8
3883,Other,8/10/2024,17:00:00,17:30:00," 
",8/10/2024,Other,2024-10-08 17:00:00,2024-10-08 17:30:00,0 days 00:30:00,30.0,October,8
3884,Σπίτι,8/10/2024,17:30:00,18:30:00," 
",8/10/2024,Σπίτι,2024-10-08 17:30:00,2024-10-08 18:30:00,0 days 01:00:00,60.0,October,8
3885,<3,8/10/2024,18:30:00,19:30:00," 
",8/10/2024,Purple category,2024-10-08 18:30:00,2024-10-08 19:30:00,0 days 01:00:00,60.0,October,8
3886,Ύπνος,8/10/2024,23:00:00,00:00:00," 
",9/10/2024,Ύπνος,2024-10-08 23:00:00,2024-10-09 00:00:00,0 days 01:00:00,60.0,October,8
3887,Ύπνος,9/10/2024,00:00:00,08:30:00," 
",9/10/2024,Ύπνος,2024-10-09 00:00:00,2024-10-09 08:30:00,0 days 08:30:00,510.0,October,9
3888,Ύπνος,10/10/2024,01:00:00,09:30:00," 
",10/10/2024,Ύπνος,2024-10-10 01:00:00,2024-10-10 09:30:00,0 days 08:30:00,510.0,October,10
3889,Ύπνος,11/10/2024,00:00:00,08:00:00," 
",11/10/2024,Ύπνος,2024-10-11 00:00:00,2024-10-11 08:00:00,0 days 08:00:00,480.0,October,11
3890,<3,11/10/2024,17:00:00,23:00:00," 
",11/10/2024,Purple category,2024-10-11 17:00:00,2024-10-11 23:00:00,0 days 06:00:00,360.0,October,11
3891,Ύπνος,12/10/2024,00:00:00,08:00:00," 
",12/10/2024,Ύπνος,2024-10-12 00:00:00,2024-10-12 08:00:00,0 days 08:00:00,480.0,October,12
3892,Ύπνος,13/10/2024,00:00:00,08:00:00," 
",13/10/2024,Ύπνος,2024-10-13 00:00:00,2024-10-13 08:00:00,0 days 08:00:00,480.0,October,13
3893,Ύπνος,14/10/2024,00:00:00,07:30:00," 
",14/10/2024,Ύπνος,2024-10-14 00:00:00,2024-10-14 07:30:00,0 days 07:30:00,450.0,October,14
3894,Εργασία,14/10/2024,08:30:00,11:00:00," 
",14/10/2024,Εργασία,2024-10-14 08:30:00,2024-10-14 11:00:00,0 days 02:30:00,150.0,October,14
3895,Εργασία,14/10/2024,12:00:00,13:30:00," 
",14/10/2024,Εργασία,2024-10-14 12:00:00,2024-10-14 13:30:00,0 days 01:30:00,90.0,October,14
3896,Εργασία,14/10/2024,13:30:00,14:45:00," 
",14/10/2024,Εργασία,2024-10-14 13:30:00,2024-10-14 14:45:00,0 days 01:15:00,75.0,October,14
3897,Εργασία,14/10/2024,15:15:00,17:00:00," 
",14/10/2024,Εργασία,2024-10-14 15:15:00,2024-10-14 17:00:00,0 days 01:45:00,105.0,October,14
3898,Other,14/10/2024,18:00:00,18:30:00," 
",14/10/2024,Other,2024-10-14 18:00:00,2024-10-14 18:30:00,0 days 00:30:00,30.0,October,14
3899,Ύπνος,15/10/2024,00:00:00,03:30:00," 
",15/10/2024,Ύπνος,2024-10-15 00:00:00,2024-10-15 03:30:00,0 days 03:30:00,210.0,October,15
3900,Break,15/10/2024,11:45:00,12:00:00," 
",15/10/2024,Break,2024-10-15 11:45:00,2024-10-15 12:00:00,0 days 00:15:00,15.0,October,15
3901,Εργασία,15/10/2024,12:45:00,14:00:00," 
",15/10/2024,Εργασία,2024-10-15 12:45:00,2024-10-15 14:00:00,0 days 01:15:00,75.0,October,15
3902,Εργασία,15/10/2024,14:00:00,15:30:00," 
",15/10/2024,Εργασία,2024-10-15 14:00:00,2024-10-15 15:30:00,0 days 01:30:00,90.0,October,15
3903,Break,15/10/2024,15:30:00,16:00:00," 
",15/10/2024,Break,2024-10-15 15:30:00,2024-10-15 16:00:00,0 days 00:30:00,30.0,October,15
3904,Εργασία,15/10/2024,16:00:00,18:00:00," 
",15/10/2024,Εργασία,2024-10-15 16:00:00,2024-10-15 18:00:00,0 days 02:00:00,120.0,October,15
3905,Ύπνος,16/10/2024,00:00:00,08:00:00," 
",16/10/2024,Ύπνος,2024-10-16 00:00:00,2024-10-16 08:00:00,0 days 08:00:00,480.0,October,16
3906,Εργασία,16/10/2024,09:30:00,12:00:00," 
",16/10/2024,Εργασία,2024-10-16 09:30:00,2024-10-16 12:00:00,0 days 02:30:00,150.0,October,16
3907,Εργασία,16/10/2024,12:15:00,13:00:00," 
",16/10/2024,Εργασία,2024-10-16 12:15:00,2024-10-16 13:00:00,0 days 00:45:00,45.0,October,16
3908,Break,16/10/2024,12:00:00,12:15:00," 
",16/10/2024,Break,2024-10-16 12:00:00,2024-10-16 12:15:00,0 days 00:15:00,15.0,October,16
3909,Break,16/10/2024,13:00:00,14:00:00," 
",16/10/2024,Break,2024-10-16 13:00:00,2024-10-16 14:00:00,0 days 01:00:00,60.0,October,16
3910,Εργασία,16/10/2024,14:00:00,15:30:00," 
",16/10/2024,Εργασία,2024-10-16 14:00:00,2024-10-16 15:30:00,0 days 01:30:00,90.0,October,16
3911,Break,16/10/2024,15:30:00,16:00:00," 
",16/10/2024,Break,2024-10-16 15:30:00,2024-10-16 16:00:00,0 days 00:30:00,30.0,October,16
3912,Εργασία,16/10/2024,16:00:00,17:45:00," 
",16/10/2024,Εργασία,2024-10-16 16:00:00,2024-10-16 17:45:00,0 days 01:45:00,105.0,October,16
3913,Other,16/10/2024,17:45:00,18:00:00," 
",16/10/2024,Other,2024-10-16 17:45:00,2024-10-16 18:00:00,0 days 00:15:00,15.0,October,16
3914,<3,16/10/2024,21:30:00,22:30:00," 
",16/10/2024,Purple category,2024-10-16 21:30:00,2024-10-16 22:30:00,0 days 01:00:00,60.0,October,16
3915,Ύπνος,17/10/2024,00:30:00,08:00:00," 
",17/10/2024,Ύπνος,2024-10-17 00:30:00,2024-10-17 08:00:00,0 days 07:30:00,450.0,October,17
3916,Εργασία,17/10/2024,10:15:00,11:30:00," 
",17/10/2024,Εργασία,2024-10-17 10:15:00,2024-10-17 11:30:00,0 days 01:15:00,75.0,October,17
3917,Break,17/10/2024,11:30:00,12:00:00," 
",17/10/2024,Break,2024-10-17 11:30:00,2024-10-17 12:00:00,0 days 00:30:00,30.0,October,17
3918,Εργασία,17/10/2024,12:00:00,13:00:00," 
",17/10/2024,Εργασία,2024-10-17 12:00:00,2024-10-17 13:00:00,0 days 01:00:00,60.0,October,17
3919,Break,17/10/2024,13:00:00,14:00:00," 
",17/10/2024,Break,2024-10-17 13:00:00,2024-10-17 14:00:00,0 days 01:00:00,60.0,October,17
3920,Εργασία,17/10/2024,14:00:00,15:30:00," 
",17/10/2024,Εργασία,2024-10-17 14:00:00,2024-10-17 15:30:00,0 days 01:30:00,90.0,October,17
3921,Break,17/10/2024,15:30:00,16:00:00," 
",17/10/2024,Break,2024-10-17 15:30:00,2024-10-17 16:00:00,0 days 00:30:00,30.0,October,17
3922,Εργασία,17/10/2024,16:00:00,19:00:00," 
",17/10/2024,Εργασία,2024-10-17 16:00:00,2024-10-17 19:00:00,0 days 03:00:00,180.0,October,17
3923,Blyat,17/10/2024,22:30:00,23:00:00," 
",17/10/2024,Λάμπρος,2024-10-17 22:30:00,2024-10-17 23:00:00,0 days 00:30:00,30.0,October,17
3925,Ύπνος,18/10/2024,00:00:00,07:00:00," 
",18/10/2024,Ύπνος,2024-10-18 00:00:00,2024-10-18 07:00:00,0 days 07:00:00,420.0,October,18
3926,Εργασία,18/10/2024,10:30:00,11:30:00," 
",18/10/2024,Εργασία,2024-10-18 10:30:00,2024-10-18 11:30:00,0 days 01:00:00,60.0,October,18
3927,Break,18/10/2024,11:30:00,12:00:00," 
",18/10/2024,Break,2024-10-18 11:30:00,2024-10-18 12:00:00,0 days 00:30:00,30.0,October,18
3928,Εργασία,18/10/2024,12:00:00,13:00:00," 
",18/10/2024,Εργασία,2024-10-18 12:00:00,2024-10-18 13:00:00,0 days 01:00:00,60.0,October,18
3929,Break,18/10/2024,13:00:00,14:00:00," 
",18/10/2024,Break,2024-10-18 13:00:00,2024-10-18 14:00:00,0 days 01:00:00,60.0,October,18
3930,Εργασία,18/10/2024,14:00:00,15:00:00," 
",18/10/2024,Εργασία,2024-10-18 14:00:00,2024-10-18 15:00:00,0 days 01:00:00,60.0,October,18
3931,Break,18/10/2024,15:00:00,15:15:00," 
",18/10/2024,Break,2024-10-18 15:00:00,2024-10-18 15:15:00,0 days 00:15:00,15.0,October,18
3932,Εργασία,18/10/2024,15:15:00,18:00:00," 
",18/10/2024,Εργασία,2024-10-18 15:15:00,2024-10-18 18:00:00,0 days 02:45:00,165.0,October,18
3933,Σπίτι,18/10/2024,19:30:00,20:00:00," 
",18/10/2024,Σπίτι,2024-10-18 19:30:00,2024-10-18 20:00:00,0 days 00:30:00,30.0,October,18
3934,<3,18/10/2024,20:00:00,22:00:00," 
",18/10/2024,Purple category,2024-10-18 20:00:00,2024-10-18 22:00:00,0 days 02:00:00,120.0,October,18
3935,Χαζεύω,19/10/2024,00:00:00,01:00:00," 
",19/10/2024,Χαζεύω,2024-10-19 00:00:00,2024-10-19 01:00:00,0 days 01:00:00,60.0,October,19
3936,Ύπνος,19/10/2024,01:00:00,10:00:00," 
",19/10/2024,Ύπνος,2024-10-19 01:00:00,2024-10-19 10:00:00,0 days 09:00:00,540.0,October,19
3937,<3,19/10/2024,20:00:00,21:00:00," 
",19/10/2024,Purple category,2024-10-19 20:00:00,2024-10-19 21:00:00,0 days 01:00:00,60.0,October,19
3938,Ύπνος,20/10/2024,01:00:00,10:15:00," 
",20/10/2024,Ύπνος,2024-10-20 01:00:00,2024-10-20 10:15:00,0 days 09:15:00,555.0,October,20
3939,Ύπνος,21/10/2024,00:00:00,08:30:00," 
",21/10/2024,Ύπνος,2024-10-21 00:00:00,2024-10-21 08:30:00,0 days 08:30:00,510.0,October,21
3940,Εργασία,21/10/2024,09:45:00,12:00:00," 
",21/10/2024,Εργασία,2024-10-21 09:45:00,2024-10-21 12:00:00,0 days 02:15:00,135.0,October,21
3941,Break,21/10/2024,12:00:00,13:00:00," 
",21/10/2024,Break,2024-10-21 12:00:00,2024-10-21 13:00:00,0 days 01:00:00,60.0,October,21
3942,Εργασία,21/10/2024,13:00:00,15:45:00," 
",21/10/2024,Εργασία,2024-10-21 13:00:00,2024-10-21 15:45:00,0 days 02:45:00,165.0,October,21
3943,Break,21/10/2024,15:45:00,16:00:00," 
",21/10/2024,Break,2024-10-21 15:45:00,2024-10-21 16:00:00,0 days 00:15:00,15.0,October,21
3944,<3,21/10/2024,19:15:00,19:45:00," 
",21/10/2024,Purple category,2024-10-21 19:15:00,2024-10-21 19:45:00,0 days 00:30:00,30.0,October,21
3945,Ύπνος,21/10/2024,23:00:00,00:00:00," 
",22/10/2024,Ύπνος,2024-10-21 23:00:00,2024-10-22 00:00:00,0 days 01:00:00,60.0,October,21
3946,Ύπνος,22/10/2024,00:00:00,03:30:00," 
",22/10/2024,Ύπνος,2024-10-22 00:00:00,2024-10-22 03:30:00,0 days 03:30:00,210.0,October,22
3947,Εργασία,22/10/2024,07:45:00,10:45:00," 
",22/10/2024,Εργασία,2024-10-22 07:45:00,2024-10-22 10:45:00,0 days 03:00:00,180.0,October,22
3948,Break,22/10/2024,10:45:00,11:00:00," 
",22/10/2024,Break,2024-10-22 10:45:00,2024-10-22 11:00:00,0 days 00:15:00,15.0,October,22
3949,Εργασία,22/10/2024,11:00:00,12:00:00," 
",22/10/2024,Εργασία,2024-10-22 11:00:00,2024-10-22 12:00:00,0 days 01:00:00,60.0,October,22
3950,Break,22/10/2024,12:00:00,13:00:00," 
",22/10/2024,Break,2024-10-22 12:00:00,2024-10-22 13:00:00,0 days 01:00:00,60.0,October,22
3951,Εργασία,22/10/2024,13:00:00,14:30:00," 
",22/10/2024,Εργασία,2024-10-22 13:00:00,2024-10-22 14:30:00,0 days 01:30:00,90.0,October,22
3952,Break,22/10/2024,14:30:00,14:45:00," 
",22/10/2024,Break,2024-10-22 14:30:00,2024-10-22 14:45:00,0 days 00:15:00,15.0,October,22
3953,Εργασία,22/10/2024,14:45:00,15:30:00," 
",22/10/2024,Εργασία,2024-10-22 14:45:00,2024-10-22 15:30:00,0 days 00:45:00,45.0,October,22
3954,<3,22/10/2024,17:00:00,18:00:00," 
",22/10/2024,Purple category,2024-10-22 17:00:00,2024-10-22 18:00:00,0 days 01:00:00,60.0,October,22
3955,Ύπνος,22/10/2024,20:30:00,00:00:00," 
",23/10/2024,Ύπνος,2024-10-22 20:30:00,2024-10-23 00:00:00,0 days 03:30:00,210.0,October,22
3956,Ύπνος,23/10/2024,00:00:00,07:30:00," 
",23/10/2024,Ύπνος,2024-10-23 00:00:00,2024-10-23 07:30:00,0 days 07:30:00,450.0,October,23
3957,Other,23/10/2024,08:00:00,09:30:00," 
",23/10/2024,Other,2024-10-23 08:00:00,2024-10-23 09:30:00,0 days 01:30:00,90.0,October,23
3958,Εργασία,23/10/2024,09:30:00,11:00:00," 
",23/10/2024,Εργασία,2024-10-23 09:30:00,2024-10-23 11:00:00,0 days 01:30:00,90.0,October,23
3959,Εργασία,23/10/2024,11:15:00,12:00:00," 
",23/10/2024,Εργασία,2024-10-23 11:15:00,2024-10-23 12:00:00,0 days 00:45:00,45.0,October,23
3960,Break,23/10/2024,11:00:00,11:15:00," 
",23/10/2024,Break,2024-10-23 11:00:00,2024-10-23 11:15:00,0 days 00:15:00,15.0,October,23
3961,Break,23/10/2024,12:00:00,13:00:00," 
",23/10/2024,Break,2024-10-23 12:00:00,2024-10-23 13:00:00,0 days 01:00:00,60.0,October,23
3962,Εργασία,23/10/2024,13:00:00,15:00:00," 
",23/10/2024,Εργασία,2024-10-23 13:00:00,2024-10-23 15:00:00,0 days 02:00:00,120.0,October,23
3963,Break,23/10/2024,15:00:00,15:15:00," 
",23/10/2024,Break,2024-10-23 15:00:00,2024-10-23 15:15:00,0 days 00:15:00,15.0,October,23
3964,Εργασία,23/10/2024,15:15:00,17:00:00," 
",23/10/2024,Εργασία,2024-10-23 15:15:00,2024-10-23 17:00:00,0 days 01:45:00,105.0,October,23
3965,<3,23/10/2024,21:00:00,21:45:00," 
",23/10/2024,Purple category,2024-10-23 21:00:00,2024-10-23 21:45:00,0 days 00:45:00,45.0,October,23
3966,Ύπνος,24/10/2024,00:00:00,07:45:00," 
",24/10/2024,Ύπνος,2024-10-24 00:00:00,2024-10-24 07:45:00,0 days 07:45:00,465.0,October,24
3967,Εργασία,24/10/2024,09:15:00,10:30:00," 
",24/10/2024,Εργασία,2024-10-24 09:15:00,2024-10-24 10:30:00,0 days 01:15:00,75.0,October,24
3968,Break,24/10/2024,10:30:00,11:00:00," 
",24/10/2024,Break,2024-10-24 10:30:00,2024-10-24 11:00:00,0 days 00:30:00,30.0,October,24
3969,Εργασία,24/10/2024,11:00:00,12:00:00," 
",24/10/2024,Εργασία,2024-10-24 11:00:00,2024-10-24 12:00:00,0 days 01:00:00,60.0,October,24
3970,Εργασία,24/10/2024,12:15:00,14:30:00," 
",24/10/2024,Εργασία,2024-10-24 12:15:00,2024-10-24 14:30:00,0 days 02:15:00,135.0,October,24
3971,Break,24/10/2024,14:30:00,15:00:00," 
",24/10/2024,Break,2024-10-24 14:30:00,2024-10-24 15:00:00,0 days 00:30:00,30.0,October,24
3972,Εργασία,24/10/2024,15:00:00,16:00:00," 
",24/10/2024,Εργασία,2024-10-24 15:00:00,2024-10-24 16:00:00,0 days 01:00:00,60.0,October,24
3973,Ύπνος,25/10/2024,00:30:00,08:30:00," 
",25/10/2024,Ύπνος,2024-10-25 00:30:00,2024-10-25 08:30:00,0 days 08:00:00,480.0,October,25
3974,Εργασία,25/10/2024,09:00:00,10:30:00," 
",25/10/2024,Εργασία,2024-10-25 09:00:00,2024-10-25 10:30:00,0 days 01:30:00,90.0,October,25
3975,Break,25/10/2024,10:30:00,11:00:00," 
",25/10/2024,Break,2024-10-25 10:30:00,2024-10-25 11:00:00,0 days 00:30:00,30.0,October,25
3976,Εργασία,25/10/2024,11:00:00,12:00:00," 
",25/10/2024,Εργασία,2024-10-25 11:00:00,2024-10-25 12:00:00,0 days 01:00:00,60.0,October,25
3977,Εργασία,25/10/2024,12:00:00,13:45:00," 
",25/10/2024,Εργασία,2024-10-25 12:00:00,2024-10-25 13:45:00,0 days 01:45:00,105.0,October,25
3978,Break,25/10/2024,13:45:00,14:00:00," 
",25/10/2024,Break,2024-10-25 13:45:00,2024-10-25 14:00:00,0 days 00:15:00,15.0,October,25
3979,Εργασία,25/10/2024,14:30:00,16:00:00," 
",25/10/2024,Εργασία,2024-10-25 14:30:00,2024-10-25 16:00:00,0 days 01:30:00,90.0,October,25
3980,<3,25/10/2024,16:45:00,22:15:00," 
",25/10/2024,Purple category,2024-10-25 16:45:00,2024-10-25 22:15:00,0 days 05:30:00,330.0,October,25
3981,Οικογένεια,25/10/2024,22:15:00,00:00:00," 
",26/10/2024,Οικογένεια,2024-10-25 22:15:00,2024-10-26 00:00:00,0 days 01:45:00,105.0,October,25
3982,Ύπνος,26/10/2024,00:00:00,08:00:00," 
",26/10/2024,Ύπνος,2024-10-26 00:00:00,2024-10-26 08:00:00,0 days 08:00:00,480.0,October,26
3983,Ύπνος,27/10/2024,00:00:00,08:00:00," 
",27/10/2024,Ύπνος,2024-10-27 00:00:00,2024-10-27 08:00:00,0 days 08:00:00,480.0,October,27
3984,Ύπνος,28/10/2024,00:00:00,06:30:00," 
",28/10/2024,Ύπνος,2024-10-28 00:00:00,2024-10-28 06:30:00,0 days 06:30:00,390.0,October,28
3985,Ύπνος,28/10/2024,23:00:00,00:00:00," 
",29/10/2024,Ύπνος,2024-10-28 23:00:00,2024-10-29 00:00:00,0 days 01:00:00,60.0,October,28
3986,Ύπνος,29/10/2024,00:00:00,06:30:00," 
",29/10/2024,Ύπνος,2024-10-29 00:00:00,2024-10-29 06:30:00,0 days 06:30:00,390.0,October,29
3987,Ύπνος,29/10/2024,23:00:00,00:00:00," 
",30/10/2024,Ύπνος,2024-10-29 23:00:00,2024-10-30 00:00:00,0 days 01:00:00,60.0,October,29
3988,Ύπνος,30/10/2024,00:00:00,06:30:00," 
",30/10/2024,Ύπνος,2024-10-30 00:00:00,2024-10-30 06:30:00,0 days 06:30:00,390.0,October,30
3989,Ύπνος,30/10/2024,23:00:00,00:00:00," 
",31/10/2024,Ύπνος,2024-10-30 23:00:00,2024-10-31 00:00:00,0 days 01:00:00,60.0,October,30
3990,Ύπνος,31/10/2024,00:00:00,06:30:00," 
",31/10/2024,Ύπνος,2024-10-31 00:00:00,2024-10-31 06:30:00,0 days 06:30:00,390.0,October,31
3991,Ύπνος,31/10/2024,23:00:00,00:00:00," 
",1/11/2024,Ύπνος,2024-10-31 23:00:00,2024-11-01 00:00:00,0 days 01:00:00,60.0,October,31
3992,Ύπνος,1/11/2024,00:00:00,08:00:00," 
",1/11/2024,Ύπνος,2024-11-01 00:00:00,2024-11-01 08:00:00,0 days 08:00:00,480.0,November,1
3993,Ύπνος,2/11/2024,00:00:00,09:30:00," 
",2/11/2024,Ύπνος,2024-11-02 00:00:00,2024-11-02 09:30:00,0 days 09:30:00,570.0,November,2
3994,<3,2/11/2024,16:00:00,20:00:00," 
",2/11/2024,Purple category,2024-11-02 16:00:00,2024-11-02 20:00:00,0 days 04:00:00,240.0,November,2
3995,Ύπνος,3/11/2024,02:00:00,09:00:00," 
",3/11/2024,Ύπνος,2024-11-03 02:00:00,2024-11-03 09:00:00,0 days 07:00:00,420.0,November,3
3996,<3,3/11/2024,09:00:00,12:00:00," 
",3/11/2024,Purple category,2024-11-03 09:00:00,2024-11-03 12:00:00,0 days 03:00:00,180.0,November,3
3997,Φίλοι,3/11/2024,12:00:00,13:00:00,,3/11/2024,Φίλοι,2024-11-03 12:00:00,2024-11-03 13:00:00,0 days 01:00:00,60.0,November,3
3998,Σπίτι,3/11/2024,19:45:00,20:30:00," 
",3/11/2024,Σπίτι,2024-11-03 19:45:00,2024-11-03 20:30:00,0 days 00:45:00,45.0,November,3
3999,Ύπνος,22/9/2024,23:00:00,00:00:00," 
",23/9/2024,Ύπνος,2024-09-22 23:00:00,2024-09-23 00:00:00,0 days 01:00:00,60.0,September,22
4000,Break,23/9/2024,11:00:00,11:30:00," 
",23/9/2024,Break,2024-09-23 11:00:00,2024-09-23 11:30:00,0 days 00:30:00,30.0,September,23
4001,Σπίτι,23/9/2024,11:30:00,11:45:00," 
",23/9/2024,Σπίτι,2024-09-23 11:30:00,2024-09-23 11:45:00,0 days 00:15:00,15.0,September,23
4002,Break,23/9/2024,11:45:00,12:00:00," 
",23/9/2024,Break,2024-09-23 11:45:00,2024-09-23 12:00:00,0 days 00:15:00,15.0,September,23
4003,Break,23/9/2024,12:45:00,13:00:00," 
",23/9/2024,Break,2024-09-23 12:45:00,2024-09-23 13:00:00,0 days 00:15:00,15.0,September,23
4004,<3,23/9/2024,16:45:00,17:15:00," 
",23/9/2024,Purple category,2024-09-23 16:45:00,2024-09-23 17:15:00,0 days 00:30:00,30.0,September,23
4005,Σπίτι,23/9/2024,15:00:00,15:15:00," 
",23/9/2024,Σπίτι,2024-09-23 15:00:00,2024-09-23 15:15:00,0 days 00:15:00,15.0,September,23
4006,Χαζεύω,23/9/2024,17:15:00,17:30:00," 
",23/9/2024,Χαζεύω,2024-09-23 17:15:00,2024-09-23 17:30:00,0 days 00:15:00,15.0,September,23
4007,Εργασία,24/9/2024,17:00:00,18:30:00," 
",24/9/2024,Εργασία,2024-09-24 17:00:00,2024-09-24 18:30:00,0 days 01:30:00,90.0,September,24
4008,Εργασία,23/9/2024,17:30:00,18:15:00," 
",23/9/2024,Εργασία,2024-09-23 17:30:00,2024-09-23 18:15:00,0 days 00:45:00,45.0,September,23
4009,Break,24/9/2024,13:30:00,14:00:00," 
",24/9/2024,Break,2024-09-24 13:30:00,2024-09-24 14:00:00,0 days 00:30:00,30.0,September,24
4010,Σπίτι,23/9/2024,23:00:00,23:15:00," 
",23/9/2024,Σπίτι,2024-09-23 23:00:00,2024-09-23 23:15:00,0 days 00:15:00,15.0,September,23
4011,Other,23/9/2024,22:45:00,23:00:00," 
",23/9/2024,Other,2024-09-23 22:45:00,2024-09-23 23:00:00,0 days 00:15:00,15.0,September,23
4012,Χαζεύω,23/9/2024,22:30:00,22:45:00," 
",23/9/2024,Χαζεύω,2024-09-23 22:30:00,2024-09-23 22:45:00,0 days 00:15:00,15.0,September,23
4013,Other,24/9/2024,04:30:00,05:15:00," 
",24/9/2024,Other,2024-09-24 04:30:00,2024-09-24 05:15:00,0 days 00:45:00,45.0,September,24
4014,Χαζεύω,24/9/2024,05:15:00,06:30:00," 
",24/9/2024,Χαζεύω,2024-09-24 05:15:00,2024-09-24 06:30:00,0 days 01:15:00,75.0,September,24
4015,Other,24/9/2024,06:30:00,07:15:00," 
",24/9/2024,Other,2024-09-24 06:30:00,2024-09-24 07:15:00,0 days 00:45:00,45.0,September,24
4016,Ύπνος,24/9/2024,07:15:00,08:00:00," 
",24/9/2024,Ύπνος,2024-09-24 07:15:00,2024-09-24 08:00:00,0 days 00:45:00,45.0,September,24
4017,Ύπνος,24/9/2024,08:45:00,09:45:00," 
",24/9/2024,Ύπνος,2024-09-24 08:45:00,2024-09-24 09:45:00,0 days 01:00:00,60.0,September,24
4018,Χαζεύω,24/9/2024,08:00:00,08:45:00," 
",24/9/2024,Χαζεύω,2024-09-24 08:00:00,2024-09-24 08:45:00,0 days 00:45:00,45.0,September,24
4019,Χαζεύω,24/9/2024,11:00:00,12:15:00," 
",24/9/2024,Χαζεύω,2024-09-24 11:00:00,2024-09-24 12:15:00,0 days 01:15:00,75.0,September,24
4020,Χαζεύω,24/9/2024,13:00:00,13:30:00," 
",24/9/2024,Χαζεύω,2024-09-24 13:00:00,2024-09-24 13:30:00,0 days 00:30:00,30.0,September,24
4022,Other,24/9/2024,12:15:00,12:30:00," 
",24/9/2024,Other,2024-09-24 12:15:00,2024-09-24 12:30:00,0 days 00:15:00,15.0,September,24
4023,Other,24/9/2024,12:45:00,13:00:00," 
",24/9/2024,Other,2024-09-24 12:45:00,2024-09-24 13:00:00,0 days 00:15:00,15.0,September,24
4024,Other,24/9/2024,09:45:00,11:00:00," 
",24/9/2024,Other,2024-09-24 09:45:00,2024-09-24 11:00:00,0 days 01:15:00,75.0,September,24
4025,Χαζεύω,24/9/2024,18:45:00,19:15:00," 
",24/9/2024,Χαζεύω,2024-09-24 18:45:00,2024-09-24 19:15:00,0 days 00:30:00,30.0,September,24
4026,Other,24/9/2024,19:15:00,19:30:00," 
",24/9/2024,Other,2024-09-24 19:15:00,2024-09-24 19:30:00,0 days 00:15:00,15.0,September,24
4027,Χαζεύω,24/9/2024,22:00:00,23:00:00," 
",24/9/2024,Χαζεύω,2024-09-24 22:00:00,2024-09-24 23:00:00,0 days 01:00:00,60.0,September,24
