activity,category,task,duration (minutes),start time,end time,mood,notes
Διπλωματική ,,,48,4/13/2023 2:48 PM,4/13/2023 3:36 PM,0,""
Other,,,21,4/13/2023 2:26 PM,4/13/2023 2:47 PM,0,""
Διπλωματική ,,,112,4/13/2023 12:33 PM,4/13/2023 2:26 PM,0,""
Χαζευω,,,14,4/13/2023 12:19 PM,4/13/2023 12:33 PM,0,""
Διπλωματική ,,,37,4/13/2023 11:41 AM,4/13/2023 12:19 PM,0,""
Διπλωματική ,,,89,4/13/2023 9:53 AM,4/13/2023 11:22 AM,0,""
Χαζευω,,,23,4/13/2023 9:30 AM,4/13/2023 9:53 AM,0,""
Sleeping,,,569,4/12/2023 11:00 PM,4/13/2023 8:29 AM,0,""
Other,,,4,4/12/2023 10:56 PM,4/12/2023 11:00 PM,0,""
Χαζευω,,,20,4/12/2023 10:35 PM,4/12/2023 10:56 PM,0,""
Other,,,5,4/12/2023 10:29 PM,4/12/2023 10:35 PM,0,""
Διπλωματική ,,,133,4/12/2023 8:12 PM,4/12/2023 10:25 PM,0,""
σπιτι,,,15,4/12/2023 7:56 PM,4/12/2023 8:12 PM,0,""
Διπλωματική ,,,44,4/12/2023 7:12 PM,4/12/2023 7:56 PM,0,""
Χαζευω,,,16,4/12/2023 6:55 PM,4/12/2023 7:12 PM,0,""
<3,,,34,4/12/2023 6:21 PM,4/12/2023 6:55 PM,0,""
Φιλοι ,,,146,4/12/2023 3:54 PM,4/12/2023 6:21 PM,0,""
Other,,,61,4/12/2023 2:53 PM,4/12/2023 3:54 PM,0,""
Εργασία ,,,47,4/12/2023 2:05 PM,4/12/2023 2:53 PM,0,""
Διπλωματική ,,,183,4/12/2023 11:02 AM,4/12/2023 2:05 PM,0,""
Χαζευω,,,47,4/12/2023 10:14 AM,4/12/2023 11:01 AM,0,""
Other,,,22,4/12/2023 9:51 AM,4/12/2023 10:14 AM,0,""
Sleeping,,,531,4/11/2023 11:09 PM,4/12/2023 8:00 AM,0,""
<3,,,5,4/11/2023 11:00 PM,4/11/2023 11:05 PM,0,""
<3,,,101,4/11/2023 9:18 PM,4/11/2023 11:00 PM,0,""
Οικογενεια,,,18,4/11/2023 8:59 PM,4/11/2023 9:18 PM,0,""
<3,,,36,4/11/2023 8:23 PM,4/11/2023 8:59 PM,0,""
Reading,,,23,4/11/2023 7:59 PM,4/11/2023 8:23 PM,0,""
σπιτι,,,46,4/11/2023 7:13 PM,4/11/2023 7:59 PM,0,""
Other,,,27,4/11/2023 6:45 PM,4/11/2023 7:12 PM,0,""
Εργασία ,,,288,4/11/2023 1:35 PM,4/11/2023 6:24 PM,0,""
Other,,,23,4/11/2023 1:12 PM,4/11/2023 1:35 PM,0,""
Εργασία ,,,234,4/11/2023 9:18 AM,4/11/2023 1:12 PM,0,""
Other,,,48,4/11/2023 8:30 AM,4/11/2023 9:18 AM,0,""
<3,,,30,4/11/2023 8:01 AM,4/11/2023 8:31 AM,0,""
Sleeping,,,480,4/11/2023 12:00 AM,4/11/2023 8:00 AM,0,""
Χαζευω,,,45,4/10/2023 11:00 PM,4/10/2023 11:45 PM,0,""
Χαζευω,,,30,4/10/2023 10:30 PM,4/10/2023 11:00 PM,0,""
Οικογενεια,,,49,4/10/2023 9:40 PM,4/10/2023 10:30 PM,0,""
<3,,,0,4/10/2023 9:40 PM,4/10/2023 9:40 PM,0,""
Χαζευω,,,60,4/10/2023 8:40 PM,4/10/2023 9:40 PM,0,""
<3,,,142,4/10/2023 6:17 PM,4/10/2023 8:39 PM,0,""
Διπλωματική ,,,86,4/10/2023 4:50 PM,4/10/2023 6:17 PM,0,""
Break,,,50,4/10/2023 3:59 PM,4/10/2023 4:50 PM,0,""
Διπλωματική ,,,95,4/10/2023 2:24 PM,4/10/2023 3:59 PM,0,""
Break,,,38,4/10/2023 1:46 PM,4/10/2023 2:24 PM,0,""
Διπλωματική ,,,177,4/10/2023 10:48 AM,4/10/2023 1:45 PM,0,""
Οικογενεια,,,9,4/10/2023 10:25 AM,4/10/2023 10:35 AM,0,""
<3,,,30,4/10/2023 9:09 AM,4/10/2023 9:39 AM,0,""
Other,,,12,4/10/2023 8:56 AM,4/10/2023 9:09 AM,0,""
Sleeping,,,459,4/10/2023 1:17 AM,4/10/2023 8:56 AM,0,""
<3,,,30,4/10/2023 12:46 AM,4/10/2023 1:17 AM,0,""
Χαζευω,,,20,4/10/2023 12:25 AM,4/10/2023 12:46 AM,0,""
Διπλωματική ,,,85,4/9/2023 11:00 PM,4/10/2023 12:25 AM,0,""
Διπλωματική ,,,11,4/9/2023 10:48 PM,4/9/2023 11:00 PM,0,""
Χαζευω,,,63,4/9/2023 9:44 PM,4/9/2023 10:48 PM,0,""
Διπλωματική ,,,116,4/9/2023 7:47 PM,4/9/2023 9:44 PM,0,""
Sleeping,,,75,4/9/2023 6:03 PM,4/9/2023 7:18 PM,0,""
Διπλωματική ,,,120,4/9/2023 4:02 PM,4/9/2023 6:03 PM,0,""
Χαζευω,,,38,4/9/2023 2:34 PM,4/9/2023 3:13 PM,0,""
Χαζευω,,,65,4/9/2023 1:11 PM,4/9/2023 2:16 PM,0,""
<3,,,55,4/9/2023 12:16 PM,4/9/2023 1:11 PM,0,""
Χαζευω,,,63,4/9/2023 11:12 AM,4/9/2023 12:16 PM,0,""
Sleeping,,,462,4/9/2023 1:21 AM,4/9/2023 9:03 AM,0,""
Other,,,48,4/9/2023 12:29 AM,4/9/2023 1:18 AM,0,""
Χαζευω,,,19,4/9/2023 12:09 AM,4/9/2023 12:29 AM,0,""
Φιλοι ,,,69,4/8/2023 11:00 PM,4/9/2023 12:09 AM,0,""
Φιλοι ,,,280,4/8/2023 6:19 PM,4/8/2023 11:00 PM,0,""
Χαζευω,,,18,4/8/2023 6:01 PM,4/8/2023 6:19 PM,0,""
σπιτι,,,48,4/8/2023 4:59 PM,4/8/2023 5:47 PM,0,""
Διπλωματική ,,,45,4/8/2023 4:13 PM,4/8/2023 4:59 PM,0,""
Χαζευω,,,124,4/8/2023 2:09 PM,4/8/2023 4:13 PM,0,""
Χαζευω,,,42,4/8/2023 11:49 AM,4/8/2023 12:32 PM,0,""
<3,,,137,4/8/2023 9:31 AM,4/8/2023 11:48 AM,0,""
Sleeping,,,480,4/8/2023 1:30 AM,4/8/2023 9:30 AM,0,""
<3,,,92,4/7/2023 11:58 PM,4/8/2023 1:30 AM,0,""
Reading,,,41,4/7/2023 11:15 PM,4/7/2023 11:57 PM,0,""
Χαζευω,,,8,4/7/2023 11:05 PM,4/7/2023 11:14 PM,0,""
Reading,,,5,4/7/2023 11:00 PM,4/7/2023 11:05 PM,0,""
Reading,,,17,4/7/2023 10:42 PM,4/7/2023 11:00 PM,0,""
Χαζευω,,,5,4/7/2023 10:37 PM,4/7/2023 10:42 PM,0,""
Other,,,19,4/7/2023 10:18 PM,4/7/2023 10:37 PM,0,""
Reading,,,0,4/7/2023 10:18 PM,4/7/2023 10:18 PM,0,""
Sleeping,,,89,4/7/2023 8:51 PM,4/7/2023 10:20 PM,0,""
Other,,,13,4/7/2023 8:37 PM,4/7/2023 8:50 PM,0,""
Reading,,,93,4/7/2023 6:57 PM,4/7/2023 8:31 PM,0,""
Erroneous Tasks,,,10,4/7/2023 6:47 PM,4/7/2023 6:57 PM,0,""
Χαζευω,,,44,4/7/2023 6:02 PM,4/7/2023 6:46 PM,0,""
Διπλωματική ,,,27,4/7/2023 5:35 PM,4/7/2023 6:02 PM,0,""
Other,,,74,4/7/2023 4:20 PM,4/7/2023 5:35 PM,0,""
Χαζευω,,,66,4/7/2023 3:13 PM,4/7/2023 4:20 PM,0,""
Erroneous Tasks,,,16,4/7/2023 2:57 PM,4/7/2023 3:13 PM,0,""
Other,,,16,4/7/2023 2:34 PM,4/7/2023 2:50 PM,0,""
Εργασία ,,,100,4/7/2023 12:54 PM,4/7/2023 2:34 PM,0,""
Break,,,59,4/7/2023 11:55 AM,4/7/2023 12:54 PM,0,""
Εργασία ,,,26,4/7/2023 11:29 AM,4/7/2023 11:55 AM,0,""
Break,,,2,4/7/2023 11:26 AM,4/7/2023 11:29 AM,0,""
Εργασία ,,,101,4/7/2023 9:45 AM,4/7/2023 11:26 AM,0,""
Break,,,10,4/7/2023 9:34 AM,4/7/2023 9:44 AM,0,""
Εργασία ,,,117,4/7/2023 7:36 AM,4/7/2023 9:33 AM,0,""
Reading,,,27,4/7/2023 7:09 AM,4/7/2023 7:36 AM,0,""
Other,,,7,4/7/2023 7:02 AM,4/7/2023 7:09 AM,0,""
Χαζευω,,,20,4/7/2023 6:41 AM,4/7/2023 7:02 AM,0,""
Sleeping,,,401,4/7/2023 12:00 AM,4/7/2023 6:41 AM,0,""
Sleeping,,,76,4/6/2023 10:43 PM,4/7/2023 12:00 AM,0,""
<3,,,19,4/6/2023 10:06 PM,4/6/2023 10:26 PM,0,""
σπιτι,,,47,4/6/2023 9:18 PM,4/6/2023 10:05 PM,0,""
Χαζευω,,,141,4/6/2023 6:57 PM,4/6/2023 9:18 PM,0,""
Οικογενεια,,,27,4/6/2023 6:30 PM,4/6/2023 6:57 PM,0,""
Other,,,6,4/6/2023 6:23 PM,4/6/2023 6:30 PM,0,""
Χαζευω,,,112,4/6/2023 4:31 PM,4/6/2023 6:23 PM,0,""
Break,,,87,4/6/2023 3:02 PM,4/6/2023 4:29 PM,0,""
Εργασία ,,,62,4/6/2023 2:00 PM,4/6/2023 3:02 PM,0,""
Εργασία ,,,39,4/6/2023 1:20 PM,4/6/2023 2:00 PM,0,""
Break,,,65,4/6/2023 12:14 PM,4/6/2023 1:20 PM,0,""
Εργασία ,,,7,4/6/2023 12:07 PM,4/6/2023 12:14 PM,0,""
Break,,,2,4/6/2023 12:04 PM,4/6/2023 12:07 PM,0,""
Εργασία ,,,67,4/6/2023 10:53 AM,4/6/2023 12:01 PM,0,""
Break,,,7,4/6/2023 10:46 AM,4/6/2023 10:53 AM,0,""
Εργασία ,,,85,4/6/2023 9:20 AM,4/6/2023 10:45 AM,0,""
Reading,,,27,4/6/2023 8:52 AM,4/6/2023 9:19 AM,0,""
Χαζευω,,,65,4/6/2023 7:47 AM,4/6/2023 8:52 AM,0,""
Sleeping,,,450,4/6/2023 12:00 AM,4/6/2023 7:30 AM,0,""
Blyat,,,43,4/5/2023 10:52 PM,4/5/2023 11:36 PM,0,""
Χαζευω,,,31,4/5/2023 10:21 PM,4/5/2023 10:52 PM,0,""
<3,,,40,4/5/2023 9:41 PM,4/5/2023 10:21 PM,0,""
Χαζευω,,,11,4/5/2023 9:30 PM,4/5/2023 9:41 PM,0,""
Other,,,31,4/5/2023 8:58 PM,4/5/2023 9:30 PM,0,""
Διπλωματική ,,,183,4/5/2023 5:55 PM,4/5/2023 8:58 PM,0,""
Break,,,9,4/5/2023 5:46 PM,4/5/2023 5:55 PM,0,""
Εργασία ,,,0,4/5/2023 5:17 PM,4/5/2023 5:17 PM,0,""
Διπλωματική ,,,27,4/5/2023 5:17 PM,4/5/2023 5:44 PM,0,""
Εργασία ,,,240,4/5/2023 1:00 PM,4/5/2023 5:00 PM,0,""
Break,,,60,4/5/2023 12:00 PM,4/5/2023 1:00 PM,0,""
Εργασία ,,,174,4/5/2023 9:06 AM,4/5/2023 12:00 PM,0,""
Reading,,,36,4/5/2023 8:28 AM,4/5/2023 9:04 AM,0,""
Other,,,19,4/5/2023 8:08 AM,4/5/2023 8:28 AM,0,""
Sleeping,,,428,4/5/2023 12:00 AM,4/5/2023 7:08 AM,0,""
Sleeping,,,192,4/4/2023 8:47 PM,4/5/2023 12:00 AM,0,""
Χαζευω,,,12,4/4/2023 8:35 PM,4/4/2023 8:47 PM,0,""
<3,,,24,4/4/2023 7:58 PM,4/4/2023 8:22 PM,0,""
σπιτι,,,29,4/4/2023 7:28 PM,4/4/2023 7:58 PM,0,""
Οικογενεια,,,29,4/4/2023 6:36 PM,4/4/2023 7:05 PM,0,""
σπιτι,,,9,4/4/2023 6:26 PM,4/4/2023 6:35 PM,0,""
Reading,,,5,4/4/2023 6:20 PM,4/4/2023 6:26 PM,0,""
Other,,,6,4/4/2023 6:14 PM,4/4/2023 6:20 PM,0,""
Εισιτήρια ,,,57,4/4/2023 5:13 PM,4/4/2023 6:11 PM,0,""
Erroneous Tasks,,,0,4/4/2023 5:12 PM,4/4/2023 5:13 PM,0,""
Εργασία ,,,16,4/4/2023 4:55 PM,4/4/2023 5:12 PM,0,""
Posterism,,,28,4/4/2023 4:08 PM,4/4/2023 4:36 PM,0,""
Εργασία ,,,131,4/4/2023 1:56 PM,4/4/2023 4:08 PM,0,""
Break,,,17,4/4/2023 1:39 PM,4/4/2023 1:56 PM,0,""
Εργασία ,,,33,4/4/2023 1:05 PM,4/4/2023 1:39 PM,0,""
Break,,,49,4/4/2023 12:15 PM,4/4/2023 1:05 PM,0,""
Εργασία ,,,46,4/4/2023 11:29 AM,4/4/2023 12:15 PM,0,""
Break,,,63,4/4/2023 10:25 AM,4/4/2023 11:29 AM,0,""
Εργασία ,,,10,4/4/2023 10:15 AM,4/4/2023 10:25 AM,0,""
Erroneous Tasks,,,5,4/4/2023 10:09 AM,4/4/2023 10:15 AM,0,""
Χαζευω,,,16,4/4/2023 9:40 AM,4/4/2023 9:56 AM,0,""
Erroneous Tasks,,,8,4/4/2023 9:31 AM,4/4/2023 9:40 AM,0,""
Reading,,,21,4/4/2023 9:09 AM,4/4/2023 9:31 AM,0,""
Other,,,36,4/4/2023 8:12 AM,4/4/2023 8:48 AM,0,""
Sleeping,,,470,4/4/2023 12:22 AM,4/4/2023 8:12 AM,0,""
Erroneous Tasks,,,20,4/4/2023 12:00 AM,4/4/2023 12:20 AM,0,""
Χαζευω,,,9,4/4/2023 12:00 AM,4/4/2023 12:09 AM,0,""
Erroneous Tasks,,,15,4/3/2023 11:33 PM,4/3/2023 11:48 PM,0,""
Χαζευω,,,60,4/3/2023 10:16 PM,4/3/2023 11:16 PM,0,""
<3,,,26,4/3/2023 9:45 PM,4/3/2023 10:12 PM,0,""
Οικογενεια,,,42,4/3/2023 9:02 PM,4/3/2023 9:45 PM,0,""
σπιτι,,,33,4/3/2023 8:29 PM,4/3/2023 9:02 PM,0,""
Erroneous Tasks,,,18,4/3/2023 8:10 PM,4/3/2023 8:29 PM,0,""
Reading,,,22,4/3/2023 7:48 PM,4/3/2023 8:10 PM,0,""
Other,,,7,4/3/2023 7:40 PM,4/3/2023 7:48 PM,0,""
Διπλωματική ,,,78,4/3/2023 6:21 PM,4/3/2023 7:39 PM,0,""
Διπλωματική ,,,48,4/3/2023 5:32 PM,4/3/2023 6:20 PM,0,""
Εργασία ,,,10,4/3/2023 5:20 PM,4/3/2023 5:31 PM,0,""
Εργασία ,,,48,4/3/2023 4:26 PM,4/3/2023 5:14 PM,0,""
Break,,,4,4/3/2023 4:22 PM,4/3/2023 4:26 PM,0,""
Εργασία ,,,142,4/3/2023 2:00 PM,4/3/2023 4:22 PM,0,""
Break,,,14,4/3/2023 1:45 PM,4/3/2023 2:00 PM,0,""
Εργασία ,,,43,4/3/2023 1:01 PM,4/3/2023 1:44 PM,0,""
Break,,,59,4/3/2023 12:01 PM,4/3/2023 1:00 PM,0,""
Εργασία ,,,159,4/3/2023 9:21 AM,4/3/2023 12:00 PM,0,""
Reading,,,20,4/3/2023 8:42 AM,4/3/2023 9:02 AM,0,""
Sleeping,,,518,4/3/2023 12:04 AM,4/3/2023 8:42 AM,0,""
Οικογενεια,,,56,4/2/2023 10:49 PM,4/2/2023 11:46 PM,0,""
Reading,,,38,4/2/2023 10:11 PM,4/2/2023 10:49 PM,0,""
<3,,,43,4/2/2023 9:27 PM,4/2/2023 10:11 PM,0,""
Χαζευω,,,14,4/2/2023 9:12 PM,4/2/2023 9:27 PM,0,""
Other,,,4,4/2/2023 9:02 PM,4/2/2023 9:07 PM,0,""
Blyat,,,54,4/2/2023 8:08 PM,4/2/2023 9:02 PM,0,""
Διπλωματική ,,,122,4/2/2023 5:58 PM,4/2/2023 8:00 PM,0,""
Sleeping,,,51,4/2/2023 5:07 PM,4/2/2023 5:58 PM,0,""
Διπλωματική ,,,56,4/2/2023 3:39 PM,4/2/2023 4:35 PM,0,""
Blyat,,,132,4/2/2023 1:27 PM,4/2/2023 3:39 PM,0,""
Erroneous Tasks,,,16,4/2/2023 1:10 PM,4/2/2023 1:27 PM,0,""
Blyat,,,164,4/2/2023 10:26 AM,4/2/2023 1:10 PM,0,""
Χαζευω,,,48,4/2/2023 9:37 AM,4/2/2023 10:26 AM,0,""
Sleeping,,,410,4/2/2023 2:45 AM,4/2/2023 9:35 AM,0,""
Χαζευω,,,20,4/2/2023 2:22 AM,4/2/2023 2:42 AM,0,""
Blyat,,,142,4/2/2023 12:00 AM,4/2/2023 2:22 AM,0,""
Blyat,,,154,4/1/2023 9:25 PM,4/2/2023 12:00 AM,0,""
<3,,,43,4/1/2023 8:34 PM,4/1/2023 9:18 PM,0,""
Other,,,21,4/1/2023 8:12 PM,4/1/2023 8:34 PM,0,""
Διπλωματική ,,,128,4/1/2023 5:59 PM,4/1/2023 8:08 PM,0,""
Χαζευω,,,25,4/1/2023 5:33 PM,4/1/2023 5:58 PM,0,""
Erroneous Tasks,,,7,4/1/2023 5:25 PM,4/1/2023 5:32 PM,0,""
Διπλωματική ,,,70,4/1/2023 4:14 PM,4/1/2023 5:25 PM,0,""
Χαζευω,,,30,4/1/2023 3:43 PM,4/1/2023 4:14 PM,0,""
Διπλωματική ,,,8,4/1/2023 3:35 PM,4/1/2023 3:43 PM,0,""
<3,,,12,4/1/2023 3:23 PM,4/1/2023 3:35 PM,0,""
Διπλωματική ,,,140,4/1/2023 1:00 PM,4/1/2023 3:20 PM,0,""
Χαζευω,,,27,4/1/2023 12:30 PM,4/1/2023 12:57 PM,0,""
Blyat,,,44,4/1/2023 11:46 AM,4/1/2023 12:30 PM,0,""
Blyat,,,60,4/1/2023 10:30 AM,4/1/2023 11:30 AM,0,""
Erroneous Tasks,,,17,4/1/2023 10:09 AM,4/1/2023 10:26 AM,0,""
Χαζευω,,,60,4/1/2023 9:00 AM,4/1/2023 10:00 AM,0,""
Sleeping,,,480,4/1/2023 1:00 AM,4/1/2023 9:00 AM,0,""
Erroneous Tasks,,,38,4/1/2023 12:09 AM,4/1/2023 12:47 AM,0,""
Blyat,,,215,3/31/2023 8:33 PM,4/1/2023 12:09 AM,0,""
Reading,,,120,3/31/2023 5:55 PM,3/31/2023 7:56 PM,0,""
Φιλοι ,,,3,3/31/2023 5:52 PM,3/31/2023 5:55 PM,0,""
Reading,,,12,3/31/2023 5:39 PM,3/31/2023 5:52 PM,0,""
Φιλοι ,,,0,3/31/2023 5:39 PM,3/31/2023 5:39 PM,0,""
Φιλοι ,,,10,3/31/2023 5:20 PM,3/31/2023 5:31 PM,0,""
Reading,,,31,3/31/2023 4:42 PM,3/31/2023 5:14 PM,0,""
Other,,,34,3/31/2023 4:08 PM,3/31/2023 4:42 PM,0,""
Εργασία ,,,74,3/31/2023 2:45 PM,3/31/2023 3:59 PM,0,""
Break,,,20,3/31/2023 2:24 PM,3/31/2023 2:44 PM,0,""
Εργασία ,,,58,3/31/2023 1:25 PM,3/31/2023 2:24 PM,0,""
Break,,,11,3/31/2023 1:13 PM,3/31/2023 1:25 PM,0,""
Εργασία ,,,250,3/31/2023 9:02 AM,3/31/2023 1:12 PM,0,""
Χαζευω,,,9,3/31/2023 8:51 AM,3/31/2023 9:00 AM,0,""
Other,,,11,3/31/2023 8:33 AM,3/31/2023 8:45 AM,0,""
Reading,,,17,3/31/2023 8:15 AM,3/31/2023 8:33 AM,0,""
Other,,,20,3/31/2023 7:55 AM,3/31/2023 8:15 AM,0,""
Χαζευω,,,22,3/31/2023 7:32 AM,3/31/2023 7:54 AM,0,""
Sleeping,,,439,3/31/2023 12:12 AM,3/31/2023 7:31 AM,0,""
<3,,,10,3/31/2023 12:00 AM,3/31/2023 12:10 AM,0,""
<3,,,15,3/30/2023 11:44 PM,3/31/2023 12:00 AM,0,""
Χαζευω,,,73,3/30/2023 10:31 PM,3/30/2023 11:44 PM,0,""
Other,,,9,3/30/2023 10:22 PM,3/30/2023 10:31 PM,0,""
Οικογενεια,,,44,3/30/2023 9:37 PM,3/30/2023 10:22 PM,0,""
Other,,,5,3/30/2023 9:31 PM,3/30/2023 9:37 PM,0,""
Διπλωματική ,,,108,3/30/2023 7:42 PM,3/30/2023 9:30 PM,0,""
vdab,,,66,3/30/2023 6:35 PM,3/30/2023 7:41 PM,0,""
Εργασία ,,,95,3/30/2023 4:25 PM,3/30/2023 6:00 PM,0,""
Break,,,14,3/30/2023 4:10 PM,3/30/2023 4:24 PM,0,""
Εργασία ,,,171,3/30/2023 1:19 PM,3/30/2023 4:10 PM,0,""
Break,,,64,3/30/2023 12:15 PM,3/30/2023 1:19 PM,0,""
Εργασία ,,,166,3/30/2023 9:29 AM,3/30/2023 12:15 PM,0,""
Reading,,,20,3/30/2023 8:47 AM,3/30/2023 9:07 AM,0,""
Χαζευω,,,44,3/30/2023 8:02 AM,3/30/2023 8:47 AM,0,""
Sleeping,,,409,3/30/2023 1:13 AM,3/30/2023 8:02 AM,0,""
<3,,,69,3/30/2023 12:00 AM,3/30/2023 1:09 AM,0,""
<3,,,26,3/29/2023 11:33 PM,3/30/2023 12:00 AM,0,""
Χαζευω,,,63,3/29/2023 10:29 PM,3/29/2023 11:33 PM,0,""
Φιλοι ,,,62,3/29/2023 9:22 PM,3/29/2023 10:24 PM,0,""
Reading,,,8,3/29/2023 9:13 PM,3/29/2023 9:22 PM,0,""
Φιλοι ,,,11,3/29/2023 9:01 PM,3/29/2023 9:13 PM,0,""
Other,,,0,3/29/2023 9:01 PM,3/29/2023 9:01 PM,0,""
Other,,,1,3/29/2023 8:59 PM,3/29/2023 9:01 PM,0,""
Διπλωματική ,,,177,3/29/2023 6:02 PM,3/29/2023 8:59 PM,0,""
Break,,,13,3/29/2023 5:49 PM,3/29/2023 6:02 PM,0,""
Εργασία ,,,288,3/29/2023 1:00 PM,3/29/2023 5:48 PM,0,""
Break,,,60,3/29/2023 12:00 PM,3/29/2023 1:00 PM,0,""
Εργασία ,,,156,3/29/2023 9:23 AM,3/29/2023 11:59 AM,0,""
Reading,,,20,3/29/2023 9:02 AM,3/29/2023 9:22 AM,0,""
Χαζευω,,,58,3/29/2023 8:03 AM,3/29/2023 9:02 AM,0,""
Sleeping,,,483,3/29/2023 12:00 AM,3/29/2023 8:03 AM,0,""
Sleeping,,,48,3/28/2023 11:11 PM,3/29/2023 12:00 AM,0,""
Χαζευω,,,124,3/28/2023 9:06 PM,3/28/2023 11:11 PM,0,""
<3,,,1,3/28/2023 9:05 PM,3/28/2023 9:06 PM,0,""
Χαζευω,,,98,3/28/2023 7:13 PM,3/28/2023 8:51 PM,0,""
Οικογενεια,,,26,3/28/2023 6:47 PM,3/28/2023 7:13 PM,0,""
σπιτι,,,23,3/28/2023 6:23 PM,3/28/2023 6:47 PM,0,""
Εργασία ,,,321,3/28/2023 1:01 PM,3/28/2023 6:22 PM,0,""
Break,,,60,3/28/2023 12:00 PM,3/28/2023 1:00 PM,0,""
Εργασία ,,,165,3/28/2023 9:15 AM,3/28/2023 12:00 PM,0,""
Reading,,,15,3/28/2023 8:52 AM,3/28/2023 9:07 AM,0,""
Other,,,0,3/28/2023 8:52 AM,3/28/2023 8:52 AM,0,""
Χαζευω,,,27,3/28/2023 8:24 AM,3/28/2023 8:52 AM,0,""
Sleeping,,,421,3/28/2023 1:22 AM,3/28/2023 8:24 AM,0,""
<3,,,60,3/28/2023 12:00 AM,3/28/2023 1:00 AM,0,""
<3,,,29,3/27/2023 11:30 PM,3/28/2023 12:00 AM,0,""
Χαζευω,,,98,3/27/2023 9:38 PM,3/27/2023 11:16 PM,0,""
Reading,,,28,3/27/2023 9:09 PM,3/27/2023 9:38 PM,0,""
Διπλωματική ,,,55,3/27/2023 8:04 PM,3/27/2023 8:59 PM,0,""
Χαζευω,,,8,3/27/2023 7:56 PM,3/27/2023 8:04 PM,0,""
Διπλωματική ,,,110,3/27/2023 6:06 PM,3/27/2023 7:56 PM,0,""
Break,,,46,3/27/2023 5:19 PM,3/27/2023 6:06 PM,0,""
Εργασία ,,,264,3/27/2023 12:55 PM,3/27/2023 5:19 PM,0,""
Break,,,52,3/27/2023 12:02 PM,3/27/2023 12:55 PM,0,""
Εργασία ,,,76,3/27/2023 10:46 AM,3/27/2023 12:02 PM,0,""
Break,,,19,3/27/2023 10:26 AM,3/27/2023 10:46 AM,0,""
Εργασία ,,,40,3/27/2023 9:46 AM,3/27/2023 10:26 AM,0,""
Reading,,,46,3/27/2023 8:44 AM,3/27/2023 9:30 AM,0,""
Sleeping,,,460,3/27/2023 12:20 AM,3/27/2023 8:00 AM,0,""
<3,,,17,3/27/2023 12:00 AM,3/27/2023 12:17 AM,0,""
<3,,,3,3/26/2023 11:56 PM,3/27/2023 12:00 AM,0,""
Οικογενεια,,,45,3/26/2023 11:10 PM,3/26/2023 11:56 PM,0,""
Διπλωματική ,,,160,3/26/2023 8:29 PM,3/26/2023 11:10 PM,0,""
Other,,,87,3/26/2023 7:02 PM,3/26/2023 8:29 PM,0,""
Διπλωματική ,,,151,3/26/2023 4:30 PM,3/26/2023 7:02 PM,0,""
Χαζευω,,,44,3/26/2023 3:41 PM,3/26/2023 4:25 PM,0,""
Other,,,55,3/26/2023 2:43 PM,3/26/2023 3:39 PM,0,""
Διπλωματική ,,,149,3/26/2023 12:14 PM,3/26/2023 2:43 PM,0,""
Χαζευω,,,60,3/26/2023 11:00 AM,3/26/2023 12:00 PM,0,""
Sleeping,,,492,3/26/2023 1:44 AM,3/26/2023 10:57 AM,0,""
Χαζευω,,,14,3/26/2023 1:29 AM,3/26/2023 1:44 AM,0,""
<3,,,44,3/26/2023 12:45 AM,3/26/2023 1:29 AM,0,""
Χαζευω,,,13,3/26/2023 12:31 AM,3/26/2023 12:45 AM,0,""
Διπλωματική ,,,20,3/26/2023 12:00 AM,3/26/2023 12:20 AM,0,""
Διπλωματική ,,,157,3/25/2023 9:22 PM,3/26/2023 12:00 AM,0,""
Χαζευω,,,23,3/25/2023 8:58 PM,3/25/2023 9:22 PM,0,""
Χαζευω,,,48,3/25/2023 8:09 PM,3/25/2023 8:58 PM,0,""
Οικογενεια,,,62,3/25/2023 7:07 PM,3/25/2023 8:09 PM,0,""
Other,,,18,3/25/2023 6:49 PM,3/25/2023 7:07 PM,0,""
Sleeping,,,105,3/25/2023 5:03 PM,3/25/2023 6:49 PM,0,""
Χαζευω,,,50,3/25/2023 4:13 PM,3/25/2023 5:03 PM,0,""
Χαζευω,,,13,3/25/2023 3:59 PM,3/25/2023 4:13 PM,0,""
Erroneous Tasks,,,204,3/25/2023 12:34 PM,3/25/2023 3:59 PM,0,""
<3,,,11,3/25/2023 10:29 AM,3/25/2023 10:41 AM,0,""
Χαζευω,,,9,3/25/2023 10:20 AM,3/25/2023 10:29 AM,0,""
σπιτι,,,36,3/25/2023 9:43 AM,3/25/2023 10:19 AM,0,""
Χαζευω,,,58,3/25/2023 8:45 AM,3/25/2023 9:43 AM,0,""
Sleeping,,,435,3/25/2023 1:29 AM,3/25/2023 8:45 AM,0,""
<3,,,89,3/25/2023 12:00 AM,3/25/2023 1:29 AM,0,""
<3,,,41,3/24/2023 11:18 PM,3/25/2023 12:00 AM,0,""
Χαζευω,,,60,3/24/2023 9:39 PM,3/24/2023 10:40 PM,0,""
Διπλωματική ,,,123,3/24/2023 6:43 PM,3/24/2023 8:46 PM,0,""
Διπλωματική ,,,38,3/24/2023 6:05 PM,3/24/2023 6:43 PM,0,""
Εργασία ,,,196,3/24/2023 2:48 PM,3/24/2023 6:05 PM,0,""
